9/28/2018,0:00:00,883
9/28/2018,0:01:00,883
9/28/2018,0:02:00,882
9/28/2018,0:03:00,881
9/28/2018,0:04:00,881
9/28/2018,0:05:00,881
9/28/2018,0:06:00,880
9/28/2018,0:07:00,879
9/28/2018,0:08:00,879
9/28/2018,0:09:00,877
9/28/2018,0:10:00,879
9/28/2018,0:11:00,877
9/28/2018,0:12:00,876
9/28/2018,0:13:00,878
9/28/2018,0:14:00,877
9/28/2018,0:15:00,877
9/28/2018,0:16:00,875
9/28/2018,0:17:00,875
9/28/2018,0:18:00,875
9/28/2018,0:19:00,874
9/28/2018,0:20:00,873
9/28/2018,0:21:00,876
9/28/2018,0:22:00,873
9/28/2018,0:23:00,872
9/28/2018,0:24:00,875
9/28/2018,0:25:00,872
9/28/2018,0:26:00,872
9/28/2018,0:27:00,872
9/28/2018,0:28:00,871
9/28/2018,0:29:00,869
9/28/2018,0:30:00,873
9/28/2018,0:31:00,869
9/28/2018,0:32:00,871
9/28/2018,0:33:00,868
9/28/2018,0:34:00,870
9/28/2018,0:35:00,867
9/28/2018,0:36:00,867
9/28/2018,0:37:00,866
9/28/2018,0:38:00,865
9/28/2018,0:39:00,864
9/28/2018,0:40:00,865
9/28/2018,0:41:00,863
9/28/2018,0:42:00,860
9/28/2018,0:43:00,862
9/28/2018,0:44:00,860
9/28/2018,0:45:00,861
9/28/2018,0:46:00,861
9/28/2018,0:47:00,860
9/28/2018,0:48:00,860
9/28/2018,0:49:00,858
9/28/2018,0:50:00,858
9/28/2018,0:51:00,857
9/28/2018,0:52:00,856
9/28/2018,0:53:00,855
9/28/2018,0:54:00,854
9/28/2018,0:55:00,854
9/28/2018,0:56:00,853
9/28/2018,0:57:00,851
9/28/2018,0:58:00,851
9/28/2018,0:59:00,851
9/28/2018,1:00:00,850
9/28/2018,1:01:00,849
9/28/2018,1:02:00,849
9/28/2018,1:03:00,848
9/28/2018,1:04:00,846
9/28/2018,1:05:00,846
9/28/2018,1:06:00,844
9/28/2018,1:07:00,847
9/28/2018,1:08:00,842
9/28/2018,1:09:00,845
9/28/2018,1:10:00,843
9/28/2018,1:11:00,842
9/28/2018,1:12:00,841
9/28/2018,1:13:00,838
9/28/2018,1:14:00,840
9/28/2018,1:15:00,839
9/28/2018,1:16:00,838
9/28/2018,1:17:00,839
9/28/2018,1:18:00,838
9/28/2018,1:19:00,838
9/28/2018,1:20:00,835
9/28/2018,1:21:00,834
9/28/2018,1:22:00,834
9/28/2018,1:23:00,834
9/28/2018,1:24:00,832
9/28/2018,1:25:00,835
9/28/2018,1:26:00,831
9/28/2018,1:27:00,831
9/28/2018,1:28:00,829
9/28/2018,1:29:00,829
9/28/2018,1:30:00,828
9/28/2018,1:31:00,829
9/28/2018,1:32:00,826
9/28/2018,1:33:00,825
9/28/2018,1:34:00,825
9/28/2018,1:35:00,824
9/28/2018,1:36:00,823
9/28/2018,1:37:00,821
9/28/2018,1:38:00,821
9/28/2018,1:39:00,822
9/28/2018,1:40:00,819
9/28/2018,1:41:00,819
9/28/2018,1:42:00,817
9/28/2018,1:43:00,816
9/28/2018,1:44:00,816
9/28/2018,1:45:00,815
9/28/2018,1:46:00,813
9/28/2018,1:47:00,813
9/28/2018,1:48:00,811
9/28/2018,1:49:00,811
9/28/2018,1:50:00,810
9/28/2018,1:51:00,810
9/28/2018,1:52:00,806
9/28/2018,1:53:00,808
9/28/2018,1:54:00,807
9/28/2018,1:55:00,806
9/28/2018,1:56:00,806
9/28/2018,1:57:00,805
9/28/2018,1:58:00,803
9/28/2018,1:59:00,803
9/28/2018,2:00:00,802
9/28/2018,2:01:00,801
9/28/2018,2:02:00,801
9/28/2018,2:03:00,800
9/28/2018,2:04:00,801
9/28/2018,2:05:00,801
9/28/2018,2:06:00,798
9/28/2018,2:07:00,798
9/28/2018,2:08:00,796
9/28/2018,2:09:00,795
9/28/2018,2:10:00,795
9/28/2018,2:11:00,794
9/28/2018,2:12:00,794
9/28/2018,2:13:00,795
9/28/2018,2:14:00,792
9/28/2018,2:15:00,791
9/28/2018,2:16:00,790
9/28/2018,2:17:00,789
9/28/2018,2:18:00,788
9/28/2018,2:19:00,787
9/28/2018,2:20:00,786
9/28/2018,2:21:00,783
9/28/2018,2:22:00,784
9/28/2018,2:23:00,784
9/28/2018,2:24:00,782
9/28/2018,2:25:00,781
9/28/2018,2:26:00,779
9/28/2018,2:27:00,777
9/28/2018,2:28:00,778
9/28/2018,2:29:00,777
9/28/2018,2:30:00,777
9/28/2018,2:31:00,777
9/28/2018,2:32:00,776
9/28/2018,2:33:00,775
9/28/2018,2:34:00,775
9/28/2018,2:35:00,773
9/28/2018,2:36:00,773
9/28/2018,2:37:00,773
9/28/2018,2:38:00,771
9/28/2018,2:39:00,771
9/28/2018,2:40:00,768
9/28/2018,2:41:00,769
9/28/2018,2:42:00,769
9/28/2018,2:43:00,768
9/28/2018,2:44:00,767
9/28/2018,2:45:00,766
9/28/2018,2:46:00,766
9/28/2018,2:47:00,765
9/28/2018,2:48:00,765
9/28/2018,2:49:00,763
9/28/2018,2:50:00,762
9/28/2018,2:51:00,762
9/28/2018,2:52:00,760
9/28/2018,2:53:00,760
9/28/2018,2:54:00,759
9/28/2018,2:55:00,758
9/28/2018,2:56:00,757
9/28/2018,2:57:00,756
9/28/2018,2:58:00,755
9/28/2018,2:59:00,755
9/28/2018,3:00:00,754
9/28/2018,3:01:00,752
9/28/2018,3:02:00,752
9/28/2018,3:03:00,751
9/28/2018,3:04:00,750
9/28/2018,3:05:00,749
9/28/2018,3:06:00,748
9/28/2018,3:07:00,747
9/28/2018,3:08:00,746
9/28/2018,3:09:00,746
9/28/2018,3:10:00,744
9/28/2018,3:11:00,744
9/28/2018,3:12:00,743
9/28/2018,3:13:00,742
9/28/2018,3:14:00,742
9/28/2018,3:15:00,741
9/28/2018,3:16:00,740
9/28/2018,3:17:00,742
9/28/2018,3:18:00,739
9/28/2018,3:19:00,738
9/28/2018,3:20:00,737
9/28/2018,3:21:00,736
9/28/2018,3:22:00,733
9/28/2018,3:23:00,735
9/28/2018,3:24:00,731
9/28/2018,3:25:00,733
9/28/2018,3:26:00,732
9/28/2018,3:27:00,732
9/28/2018,3:28:00,731
9/28/2018,3:29:00,730
9/28/2018,3:30:00,727
9/28/2018,3:31:00,729
9/28/2018,3:32:00,728
9/28/2018,3:33:00,728
9/28/2018,3:34:00,727
9/28/2018,3:35:00,726
9/28/2018,3:36:00,725
9/28/2018,3:37:00,725
9/28/2018,3:38:00,725
9/28/2018,3:39:00,724
9/28/2018,3:40:00,723
9/28/2018,3:41:00,724
9/28/2018,3:42:00,723
9/28/2018,3:43:00,722
9/28/2018,3:44:00,721
9/28/2018,3:45:00,721
9/28/2018,3:46:00,720
9/28/2018,3:47:00,719
9/28/2018,3:48:00,716
9/28/2018,3:49:00,719
9/28/2018,3:50:00,718
9/28/2018,3:51:00,718
9/28/2018,3:52:00,718
9/28/2018,3:53:00,717
9/28/2018,3:54:00,716
9/28/2018,3:55:00,716
9/28/2018,3:56:00,716
9/28/2018,3:57:00,714
9/28/2018,3:58:00,714
9/28/2018,3:59:00,714
9/28/2018,4:00:00,713
9/28/2018,4:01:00,712
9/28/2018,4:02:00,712
9/28/2018,4:03:00,710
9/28/2018,4:04:00,711
9/28/2018,4:05:00,710
9/28/2018,4:06:00,709
9/28/2018,4:07:00,709
9/28/2018,4:08:00,708
9/28/2018,4:09:00,708
9/28/2018,4:10:00,704
9/28/2018,4:11:00,706
9/28/2018,4:12:00,706
9/28/2018,4:13:00,705
9/28/2018,4:14:00,705
9/28/2018,4:15:00,704
9/28/2018,4:16:00,703
9/28/2018,4:17:00,703
9/28/2018,4:18:00,703
9/28/2018,4:19:00,703
9/28/2018,4:20:00,701
9/28/2018,4:21:00,702
9/28/2018,4:22:00,701
9/28/2018,4:23:00,702
9/28/2018,4:24:00,700
9/28/2018,4:25:00,700
9/28/2018,4:26:00,700
9/28/2018,4:27:00,700
9/28/2018,4:28:00,699
9/28/2018,4:29:00,699
9/28/2018,4:30:00,699
9/28/2018,4:31:00,699
9/28/2018,4:32:00,698
9/28/2018,4:33:00,699
9/28/2018,4:34:00,699
9/28/2018,4:35:00,699
9/28/2018,4:36:00,698
9/28/2018,4:37:00,698
9/28/2018,4:38:00,698
9/28/2018,4:39:00,699
9/28/2018,4:40:00,698
9/28/2018,4:41:00,697
9/28/2018,4:42:00,694
9/28/2018,4:43:00,697
9/28/2018,4:44:00,696
9/28/2018,4:45:00,696
9/28/2018,4:46:00,699
9/28/2018,4:47:00,696
9/28/2018,4:48:00,695
9/28/2018,4:49:00,694
9/28/2018,4:50:00,694
9/28/2018,4:51:00,694
9/28/2018,4:52:00,693
9/28/2018,4:53:00,693
9/28/2018,4:54:00,692
9/28/2018,4:55:00,692
9/28/2018,4:56:00,692
9/28/2018,4:57:00,692
9/28/2018,4:58:00,695
9/28/2018,4:59:00,692
9/28/2018,5:00:00,691
9/28/2018,5:01:00,691
9/28/2018,5:02:00,691
9/28/2018,5:03:00,692
9/28/2018,5:04:00,691
9/28/2018,5:05:00,691
9/28/2018,5:06:00,691
9/28/2018,5:07:00,692
9/28/2018,5:08:00,692
9/28/2018,5:09:00,692
9/28/2018,5:10:00,692
9/28/2018,5:11:00,693
9/28/2018,5:12:00,693
9/28/2018,5:13:00,693
9/28/2018,5:14:00,693
9/28/2018,5:15:00,694
9/28/2018,5:16:00,693
9/28/2018,5:17:00,693
9/28/2018,5:18:00,693
9/28/2018,5:19:00,694
9/28/2018,5:20:00,693
9/28/2018,5:21:00,694
9/28/2018,5:22:00,694
9/28/2018,5:23:00,694
9/28/2018,5:24:00,694
9/28/2018,5:25:00,694
9/28/2018,5:26:00,694
9/28/2018,5:27:00,694
9/28/2018,5:28:00,694
9/28/2018,5:29:00,694
9/28/2018,5:30:00,694
9/28/2018,5:31:00,694
9/28/2018,5:32:00,694
9/28/2018,5:33:00,694
9/28/2018,5:34:00,695
9/28/2018,5:35:00,695
9/28/2018,5:36:00,695
9/28/2018,5:37:00,696
9/28/2018,5:38:00,696
9/28/2018,5:39:00,696
